APPID,NAME,CURRENT,24H_PEAK,ALL_TIME_PEAK
534370,Pure Farming 2018,28,76,"1,890"
274900,Murder Miners,28,34,"1,769"
588160,Pizza Connection 3,28,48,"1,695"
474750,Reigns,28,45,"1,612"
361300,Mother Russia Bleeds,28,29,"1,250"
317360,Double Action: Boogaloo,28,60,"1,184"
337950,The SKIES,28,54,"1,178"
524580,Fairy Fencer F Advent Dark Force,28,50,971
207490,Rayman Origins,28,60,870
697550,It Lurks Below,28,40,497
378610,Valley,28,40,483
581630,Sword With Sauce,28,54,464
723090,Meltys Quest,28,35,463
651660,Halcyon 6: Lightspeed Edition,28,35,420
368620,Timespinner,28,36,395
220740,Chaos on Deponia,28,49,337
640590,The LEGO? NINJAGO? Movie Video Game,28,106,319
798290,MXGP PRO,28,74,303
790600,Stormbound,28,51,265
211600,Thief Gold,28,43,260
512790,Quern - Undying Thoughts,28,39,215
311770,LEGO? Pirates of the Caribbean The Video Game,28,67,194
589530,Hakuoki: Kyoto Winds,28,47,183
307640,Stick RPG 2,28,28,130
465490,Stellar Tactics,28,46,123
819790,Laplace????????,28,39,110
370020,Templar Battleforce,28,29,106
325420,Homebrew - Patent Unknown,28,38,100
462940,Making History: The Second World War,28,38,68
908070,Mystic Vale,28,46,46
744270,Rise of Ages,28,31,31
489940,BATTALION 1944,27,45,"16,771"
97330,Magic: The Gathering - Duels of the Planeswalkers 2013,27,40,"7,807"
102600,Orcs Must Die!,27,43,"6,000"
511680,Fate/EXTELLA,27,73,"2,946"
258700,Dragon Nest Europe,27,68,"2,028"
649780,HITMAN? Free Trial,27,62,"1,856"
32460,Monkey Island 2: Special Edition,27,43,"1,813"
323910,SteamVR Performance Test,27,35,"1,566"
553260,Realpolitiks,27,45,"1,148"
226980,Pinball FX2,27,39,"1,086"
286040,Dead Effect,27,52,"1,032"
480430,Hide and Shriek,27,48,"1,028"
385800,NEKOPARA Vol. 0,27,40,960
585450,Shadows: Awakening,27,37,902
566540,Labyrinth of Refrain: Coven of Dusk,27,60,495
275390,Guacamelee! Super Turbo Championship Edition,27,39,474
351100,Niffelheim,27,42,448
400940,Budget Cuts,27,38,421
480640,Pathfinder Adventures,27,28,405
612470,Bio Inc. Redemption,27,33,340
910880,Mad Tower Tycoon,27,30,215
19830,Tom Clancy's Rainbow Six 3: Gold Edition,27,39,200
266310,GameGuru,27,37,149
671620,Beast Battle Simulator,27,36,147
748370,STAND OUT,27,40,147
306290,"7,62 Hard Life",27,47,138
2280,The Ultimate DOOM,27,50,124
2200,Quake III Arena,27,34,113
306630,Civil War II,27,36,107
225300,Tomb Raider II,27,41,100
646200,Dead Effect 2 VR,27,58,92
403040,Driver Booster 3 for STEAM,27,37,91
422920,Creeper World 2 Anniversary Edition,27,39,67
754150,Rolling Line,27,33,66
852340,King Rabbit,27,42,62
853770,Maximum Action,27,46,46
486310,Meadow,26,69,"15,036"
255420,Magic 2015,26,33,"14,071"
238430,Contagion,26,43,"7,624"
201700,DiRT Showdown,26,60,"6,360"
290790,Grey Goo,26,42,"3,999"
907270,eSports Legend / ????,26,83,"3,960"
252450,StarDrive 2,26,35,"3,609"
232790,Broken Age,26,38,"3,260"
341940,Hatred,26,38,"3,085"
253940,Septerra Core,26,200,"3,046"
9930,Test Drive Unlimited 2,26,60,"2,903"
240320,Panzar,26,80,"2,789"
221640,Super Hexagon,26,44,"2,650"
460810,Vanquish,26,40,"2,418"
221260,Little Inferno,26,45,"2,129"
391730,Crashlands,26,41,"1,761"
247020,"Cook, Serve, Delicious!",26,46,"1,560"
227180,Kingdom Wars,26,36,"1,241"
744190,Rusty Lake Paradise,26,39,"1,139"
310510,Deathtrap,26,29,948
35130,Lara Croft and the Guardian of Light,26,44,877
246760,Legends of Eisenwald,26,39,872
457590,Luna Online: Reborn,26,29,839
825630,STEINS;GATE 0,26,51,787
698540,Dungeon Warfare 2,26,41,684
319910,Trine 3: The Artifacts of Power,26,58,672
493200,RiME,26,42,634
589590,Kindergarten,26,35,561
257400,Fuse,26,38,504
471330,Versus Squad,26,75,500
370360,TIS-100,26,38,493
555950,Danganronpa Another Episode: Ultra Despair Girls,26,31,487
495140,NARUTO: Ultimate Ninja STORM,26,47,383
545110,Driver Booster 4 for Steam,26,38,345
560040,Minecraft: Story Mode - A Telltale Games Series - Episode 1,26,33,267
354200,Aberoth,26,37,265
244050,Rise of Flight United,26,34,236
968790,DYNASTY WARRIORS 7: Xtreme Legends Definitive Edition,26,44,219
224960,Tomb Raider I,26,33,208
1003720,Super Animal Royale Demo,26,44,192
573410,AI War 2,26,27,176
936720,Wrench,26,30,150
718650,Driftland: The Magic Revival,26,36,149
13240,Unreal Tournament: Game of the Year Edition,26,48,134
743130,MewnBase,26,27,102
489380,QuiVr,26,40,76
444970,Spatial Sound Card,26,32,72
965300,The Settlers : Heritage of Kings - History Edition,26,47,61
837380,DeoVR Video Player,26,38,40
813000,PUBG: Experimental Server,25,130,"57,414"
222730,Reus,25,42,"4,252"
525300,Starship Annihilator,25,26,"2,348"
94400,Nidhogg,25,35,"2,215"
675260,Batman: The Enemy Within - The Telltale Series,25,47,"2,029"
219600,NBA 2K13,25,36,"1,769"
526160,The Wild Eight,25,90,"1,707"
742300,Mega Man 11 / Rock Man 11,25,43,"1,629"
231740,Knights of Pen and Paper +1,25,28,"1,368"
219830,King Arthur's Gold,25,68,"1,294"
200900,Cave Story+,25,32,"1,235"
8600,RACE 07,25,44,"1,199"
306660,Ultimate General: Gettysburg,25,34,910
225140,Duke Nukem 3D: Megaton Edition,25,29,814
582270,Everything,25,32,629
416450,Emporea,25,37,606
312370,"Warhammer 40,000: Armageddon",25,34,587
300570,Infinifactory,25,40,471
625140,Ragnarok Journey,25,25,453
806950,Victory At Sea Pacific,25,31,414
218090,Unity of Command,25,35,358
2810,X3: Reunion,25,35,315
532110,Rusty Lake: Roots,25,50,295
216260,Don Bradman Cricket 14,25,55,286
448850,Overload,25,32,276
308173,Hegemony III: Clash of the Ancients,25,31,251
809440,Protolife,25,44,230
33110,Alien Shooter: Revisited,25,61,212
271900,Hexcells Plus,25,31,211
595420,Franchise Hockey Manager 4,25,29,190
397430,Zoombinis,25,29,188
345090,Ancient Planet,25,29,158
638850,Animallica,25,28,126
409590,Kingdoms,25,33,119
227980,Construct 2 Personal,25,42,89
225320,Tomb Raider III: Adventures of Lara Croft,25,44,66
8060,Championship Manager 2008,25,38,47
629,Portal 2 Authoring Tools - Beta,25,32,46
721090,SKYBOX VR Video Player,25,34,37
22350,BRINK,24,56,"16,824"
105430,Age of Empires Online,24,33,"9,493"
104900,ORION: Prelude,24,36,"7,944"
214560,Mark of the Ninja,24,37,"5,066"
33220,Tom Clancy's Splinter Cell: Conviction,24,37,"3,856"
237890,Agarest: Generations of War,24,31,"3,813"
513000,Kuboom,24,59,"3,145"
218410,Defender's Quest: Valley of the Forgotten,24,29,"3,014"
70300,VVVVVV,24,27,"2,174"
388210,Day of the Tentacle Remastered,24,31,"1,097"
322520,Dynasty Warriors 8 - Empires,24,49,"1,052"
266210,One Way Heroics,24,39,775
45770,Dead Rising 2: Off the Record,24,35,725
249870,Scribblenauts Unmasked,24,31,647
46500,Syberia,24,59,642
314830,Blackguards 2,24,31,610
394970,DEADBOLT,24,35,501
554510,The Golf Club 2?,24,40,455
703950,Just Fishing,24,71,437
327860,Salt,24,27,363
422970,Devil Daggers,24,36,358
765870,Leisure Suit Larry - Wet Dreams Don't Dry,24,44,339
580720,Carrier Deck,24,32,336
434050,Duke Nukem 3D: 20th Anniversary World Tour,24,51,329
324680,Impossible Creatures,24,35,313
48800,Ship Simulator Extremes,24,38,229
38420,Fallout Tactics,24,47,222
19930,The Settlers: Rise of an Empire Gold Edition,24,49,201
562080,Hello Neighbor Demo,24,35,200
345370,TyranoBuilder Visual Novel Studio,24,32,145
379210,Wayward,24,36,140
783210,Aggressors: Ancient Rome,24,29,139
270910,Worms World Party Remastered,24,32,135
61520,Age of Wonders: Shadow Magic,24,37,123
1630,Disciples II: Rise of the Elves,24,57,86
301610,OpenCanvas 6,24,40,86
339790,rFactor,24,42,82
15380,Heroes of Might & Magic V: Hammers of Fate,24,27,77
846470,Moss,24,28,75
628110,NOBUNAGA?S AMBITION: Reppuden with Power Up Kit,24,53,63
3300,Bejeweled 2 Deluxe,24,32,62
870420,Movavi Video Editor Plus,24,39,55
980850,Pixel Battle Royale,24,49,49
785160,VEGAS Movie Studio 15 Steam Edition,24,28,42
987200,Dragon Racer,24,31,32
242720,GunZ 2: The Second Duel,23,33,"10,441"
254080,World War III: Black Gold,23,513,"9,724"
253030,Race The Sun,23,23,"6,455"
420970,RoBoRumble,23,117,"6,395"
321400,Supraball,23,35,"3,329"
644570,Material Girl,23,98,"3,167"
307880,Savage Lands,23,37,"2,157"
205950,Jet Set Radio,23,25,"2,065"
332800,Five Nights at Freddy's 2,23,40,"1,725"
360620,Spellsworn,23,40,"1,517"
233700,Sword of the Stars: The Pit,23,34,"1,298"
41000,Serious Sam HD: The First Encounter,23,67,"1,214"
404680,Hob,23,39,"1,179"
392470,NOBUNAGA'S AMBITION: Sphere of Influence,23,39,"1,166"
571310,SteamWorld Dig 2,23,39,"1,072"
350110,TransOcean 2: Rivals,23,46,990
878760,Realm Royale - Test Server,23,60,846
645730,RESONANCE OF FATE?/END OF ETERNITY? 4K/HD EDITION,23,42,826
354830,Wolfenstein: The Old Blood German Edition,23,70,742
24870,Need for Speed: SHIFT,23,48,621
381990,Dragon Saga,23,62,599
762650,Depraved,23,37,536
553210,"Warhammer 40,000: Space Wolf",23,30,467
318970,StarCrawlers,23,29,465
251950,World War II Online,23,49,458
280180,Hover,23,28,428
922460,Cheeky Chooks,23,29,427
738530,New Gundam Breaker,23,51,421
354290,LoveBeat,23,168,406
461950,Beat Cop,23,37,403
47920,Shift 2 Unleashed,23,37,400
584980,Late Shift,23,83,395
677480,Outpost Zero,23,24,380
600160,Mafia III Demo,23,46,323
6880,Just Cause,23,28,309
589780,The Red Strings Club,23,34,284
457730,Mushroom Wars 2,23,43,241
324160,CLANNAD,23,31,238
672630,Academia : School Simulator,23,33,217
490370,Imperium Galactica II,23,29,160
747920,Hero Plus,23,31,144
802870,The Ditzy Demons Are in Love With Me,23,43,141
332490,Battle Fleet 2,23,26,139
279140,Making History: The Great War,23,42,114
303680,FATE: The Traitor Soul,23,26,102
555880,Sairento VR,23,27,98
529520,Mutant Football League,23,32,93
211740,Thief 2,23,28,79
406550,Umineko When They Cry - Question Arcs,23,29,75
223350,DayZ Server,23,32,69
792660,The Operational Art of War IV,23,36,61
785170,VEGAS Movie Studio 15 Platinum Steam Edition,23,29,46
351870,Cultures - 8th Wonder of the World,23,30,42
881560,How To Date A Magical Girl!,23,29,29
323580,Jotun: Valhalla Edition,22,38,"27,501"
23490,Tropico 3 - Steam Special Edition,22,26,"5,784"
498240,Batman - The Telltale Series,22,34,"4,001"
107200,Space Pirates and Zombies,22,28,"3,735"
1520,DEFCON,22,26,"3,474"
668630,Tricolour Lovestory,22,171,"2,733"
17700,Insurgency: Modern Infantry Combat,22,42,"2,533"
34010,Alpha Protocol,22,41,"2,427"
225080,Brothers - A Tale of Two Sons,22,43,"2,019"
684580,Shoppe Keep 2,22,40,"1,796"
231140,Cities XL Platinum,22,28,"1,665"
598700,The Vagrant,22,52,"1,268"
241910,Goodbye Deponia,22,38,"1,103"
337340,Finding Paradise,22,38,994
743890,Mega Man X Legacy Collection / ROCKMAN X ANNIVERSARY COLLECTION,22,39,990
19680,Alice: Madness Returns,22,33,969
955050,Bright Memory - Episode 1,22,140,791
407330,Sakura Dungeon,22,27,551
579180,Ys VIII: Lacrimosa of Dana,22,61,461
6310,The Longest Journey,22,25,362
400430,The Vanishing of Ethan Carter Redux,22,35,314
509980,BIGFOOT,22,52,308
501300,What Remains of Edith Finch,22,51,276
440630,The Brookhaven Experiment,22,27,264
586980,MadOut2 BigCityOnline,22,168,224
269730,The Golf Club,22,31,215
896590,MilMo,22,33,212
269190,Edge Of Eternity,22,30,203
434520,Simutrans,22,39,199
888790,Sabbat of the Witch,22,39,198
506500,Party Panic,22,40,173
235320,Original War,22,45,152
337410,Karos,22,41,147
1690,Space Empires V,22,28,137
658570,FURIDASHI: Drift Cyber Sport,22,40,114
271370,Transport Giant,22,48,99
755770,YouTube VR,22,34,99
454250,The Eyes of Ara,22,46,81
61500,Age of Wonders,22,28,75
4890,Cossacks II: Battle for Europe,22,42,70
1610,Space Empires IV Deluxe,22,22,69
573060,LOGistICAL,22,29,67
667970,VTOL VR,22,34,58
451650,Whirligig,22,25,50
927730,3D Earth Time Lapse PC Live Wallpaper,22,33,44
773590,Azusa Online,22,26,32
1013180,Funbag Fantasy,22,26,26
236150,Starpoint Gemini 2,21,30,"20,842"
272510,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,21,43,"6,831"
671210,FINAL FANTASY XV WINDOWS EDITION PLAYABLE DEMO,21,35,"6,082"
882790,???? Fate Seeker,21,136,"5,680"
228300,Remember Me,21,49,"3,117"
250180,METAL SLUG 3,21,33,"2,879"
355920,Pixel Puzzles 2: Space,21,30,"1,753"
214770,Guacamelee! Gold Edition,21,22,"1,698"
366910,The Long Journey Home,21,36,"1,390"
12710,Overlord: Raising Hell,21,44,"1,354"
375950,Viridi,21,31,"1,282"
639170,Minecraft: Story Mode - Season Two,21,32,"1,228"
298160,Eldevin,21,28,"1,013"
691690,Ash of Gods: Redemption,21,35,"1,002"
427190,Dead Rising,21,34,993
308420,Ziggurat,21,31,809
344230,Pixel Puzzles 2: Birds,21,57,786
250560,Fight The Dragon,21,43,754
932850,Simmiland,21,35,749
266150,Lost Saga North America,21,24,470
650700,Yume Nikki,21,32,469
628770,Tangledeep,21,45,423
398850,Epistory - Typing Chronicles,21,24,400
591460,Parkasaurus,21,33,363
517710,Redout: Enhanced Edition,21,46,354
353640,Train Valley,21,41,322
289780,Requiem,21,44,305
232010,Euro Truck Simulator,21,63,282
537340,Guts and Glory,21,33,257
351700,UnReal World,21,26,249
403950,Conquest of Elysium 4,21,40,234
650670,Grimoire : Heralds of the Winged Exemplar,21,25,225
561590,Cricket Captain 2017,21,26,218
717790,Hold Your Own,21,34,214
468700,NVIDIA? VR Funhouse,21,23,197
12360,FlatOut: Ultimate Carnage,21,49,168
332360,Spriter Pro,21,21,155
378200,Football Manager 2016 Editor,21,36,132
821670,Horse Farm,21,32,110
507300,Club Manager 2017,21,33,93
410990,Master of Orion 3,21,24,91
286240,Dog Sled Saga,21,26,86
978620,Corma,21,35,83
460230,Starters Orders 6,21,31,77
401090,Modo indie,21,25,69
583930,Faerie Solitaire Remastered,21,26,69
757480,Broken Reality,21,24,59
848500,Sniper Strike : Special Ops,21,37,55
559330,A Fisherman's Tale,21,28,47
298740,Space Engineers Dedicated Server,21,23,44
529700,Total Extreme Wrestling 2013,21,35,43
748460,RealFlight 8,21,30,35
260230,Valiant Hearts: The Great War? / Soldats Inconnus : M?moires de la Grande Guerre?,20,40,"5,683"
921630,?? INVAXION,20,298,"5,350"
40400,AI War: Fleet Command,20,33,"5,027"
569860,Thimbleweed Park,20,39,"2,733"
45300,Wings of Prey,20,27,"2,474"
317820,Guild of Dungeoneering,20,31,"1,793"
583470,The End Is Nigh,20,26,"1,641"
252410,SteamWorld Dig,20,25,"1,459"
420110,NEKOPARA Vol. 2,20,38,"1,228"
418180,Tempest,20,35,"1,109"
262940,Broken Sword 5 - the Serpent's Curse,20,39,"1,101"
652980,Loading Screen Simulator,20,30,"1,079"
95400,ibb & obb,20,51,"1,076"
263500,Dragons and Titans,20,33,991
616110,SPACEPLAN,20,25,760
340050,Survivalist,20,28,592
340490,Subterrain,20,27,567
818110,Total Tank Simulator Demo,20,31,502
408410,X-Morph: Defense,20,21,496
570840,Nekojishi,20,41,451
250050,Life Goes On,20,34,432
521200,Epic Battle Fantasy 3,20,34,403
698640,Deep Sky Derelicts,20,40,395
335820,Dream Of Mirror Online,20,26,371
538100,Feel The Snow,20,20,365
463170,Jagged Alliance: Rage!,20,44,308
351920,Crazy Machines 3,20,23,298
594330,Visage,20,29,290
639790,DEEP SPACE WAIFU,20,27,268
711660,CHUCHEL,20,39,243
427490,Shadowhand,20,24,231
449300,Planar Conquest,20,21,212
254960,Silent Storm,20,26,207
1018650,Melee Demo,20,108,191
642090,Coming Out on Top,20,25,176
264160,WazHack,20,20,160
500810,Arcanum,20,37,150
3370,BookWorm Deluxe,20,36,144
886900,Chef,20,27,137
403120,THE GAME OF LIFE,20,40,112
628050,Romance of the Three Kingdoms IX with Power Up Kit,20,62,89
541670,Disney Infinity 3.0: Gold Edition,20,31,83
12470,Port Royale 2,20,29,82
984560,HEARTBEAT,20,28,77
422910,Creeper World Anniversary Edition,20,28,76
965320,The Settlers 7 : History Edition,20,55,62
325180,AppGameKit,20,25,61
970520,Bendy and the Ink Machine: Demo,20,21,57
254060,KnightShift,19,131,"8,446"
384490,Necropolis,19,39,"5,148"
264140,Pixel Piracy,19,32,"2,176"
545650,High Profits,19,22,"2,099"
58520,Blood Bowl: Legendary Edition,19,27,"2,035"
24860,Battlefield 2,19,27,"1,399"
384190,ABZ?,19,46,"1,329"
835430,La-Mulana 2,19,25,"1,191"
255520,Viscera Cleanup Detail: Shadow Warrior,19,26,"1,164"
442780,STRAFE: Millennium Edition,19,22,"1,126"
714020,Idle Adventure,19,52,"1,062"
12830,Operation Flashpoint: Dragon Rising,19,30,943
393520,Iconoclasts,19,38,932
213120,Transformers: Fall of Cybertron,19,51,925
579950,Marvel's Guardians of the Galaxy: The Telltale Series,19,19,906
332200,Axiom Verge,19,40,788
833040,Hiveswap Friendsim,19,19,747
570780,????(GuJian),19,102,719
256190,Enemy Front,19,46,613
427250,8-Bit Armies,19,44,600
262830,Crimsonland,19,40,479
588950,Kingsway,19,24,446
244030,Take On Mars,19,33,435
314000,Pool Nation FX,19,25,419
365160,Kona,19,23,349
667600,Sky Force Reloaded,19,40,330
765710,Light Bearers,19,42,248
367120,Seduce Me the Otome,19,25,238
317600,Company of Heroes: Eastern Front,19,50,226
975270,???? Legion War,19,86,226
301970,Screencheat,19,26,223
25910,Supreme Ruler 2020: Gold,19,26,221
769950,Panzer Strategy,19,32,195
642390,Blocksworld,19,24,188
340000,Headlander,19,32,176
39520,The Guild Gold Edition,19,23,173
543870,NARUTO SHIPPUDEN: Ultimate Ninja STORM 2,19,31,170
568320,Pictopix,19,33,156
57640,Broken Sword 1 - Shadow of the Templars: Director's Cut,19,32,155
891860,Riddles of the Owls Kingdom,19,25,129
544390,NITE Team 4,19,31,117
389140,Horizon Chase Turbo,19,20,116
927270,Accounting+,19,19,112
428340,Marmoset Hexels 3,19,23,100
703980,Star Wars: Imperial Assault - Legends of the Alliance,19,22,98
539400,Son of a Witch,19,43,91
413850,CS:GO Player Profiles,19,26,87
883130,New Star Manager,19,25,82
3130,Men of War: Red Tide,19,38,77
34190,Sonic and SEGA All Stars Racing,19,34,74
746470,Substance Designer 2018,19,29,69
857320,SRPG Studio,19,29,61
965480,Campfire Pro,19,29,41
978690,Substance Designer 2019,19,30,41
458750,FireAlpaca SE,19,33,39
218510,Planets Under Attack,18,139,"9,723"
231060,Ragnarok Online 2,18,33,"9,254"
2400,The Ship,18,22,"3,811"
467960,Home Behind,18,110,"3,083"
253980,Enclave,18,52,"2,902"
338390,The Technomancer,18,28,"2,366"
566990,Russian Car Driver,18,22,"1,940"
4540,Titan Quest,18,25,"1,853"
599460,Weapon Shop Fantasy,18,45,"1,607"
574980,Them's Fightin' Herds,18,41,"1,436"
42990,Sword of the Stars II: Enhanced Edition,18,26,"1,379"
303210,The Beginner's Guide,18,22,947
280740,Aperture Tag: The Paint Gun Testing Initiative,18,28,913
241260,Sherlock Holmes: Crimes and Punishments,18,43,889
425220,ONE PIECE BURNING BLOOD,18,54,857
557600,Gorogoa,18,28,813
201210,Pox Nora,18,21,780
375480,Chronicon,18,26,776
439370,Midair,18,21,766
6980,Thief: Deadly Shadows,18,27,663
626010,Office Space: Idle Profits,18,21,660
222420,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,18,41,628
416680,Zombie Night Terror,18,33,480
200940,Sonic CD,18,19,392
524970,Helmet Heroes,18,24,319
503620,Fictorum,18,23,313
620190,Gunsmith,18,35,295
587260,Tokyo Xanadu eX+,18,31,289
649900,Mini Guns,18,31,289
7000,Tomb Raider: Legend,18,45,287
995460,Miracle snack shop ??? ???,18,102,287
496620,Monster Slayers,18,21,285
346830,FINAL FANTASY IV: THE AFTER YEARS,18,26,271
432010,World's Dawn,18,20,265
670900,NASCAR Heat 2,18,20,252
434730,Half dead,18,27,242
437570,GoNNER,18,25,239
774511,Megadimension Neptunia VIIR,18,46,234
342570,HIS (Heroes In the Sky),18,26,219
884830,Football Manager 2019: The Hashtag United Challenge,18,33,210
606500,HellSign,18,20,205
681280,Descenders,18,28,188
576770,Low Magic Age,18,24,159
251110,INFRA,18,24,145
262490,Manga maker ComiPo!,18,29,144
347610,Hidden Object Bundle 4 in 1,18,20,140
664400,The Divinity Engine 2,18,23,134
556820,Warbands: Bushido,18,38,129
658970,CasinoRPG,18,23,121
